threshold,n,tp,fp,tn,fn,accuracy,precision,recall,fnr,specificity,roc_auc,auprc,brier,calls_saved_fraction,workload_fraction,missed_violations,predicted_unsafe,predicted_safe,model
0.0,18,11,7,0,0,0.6111111111111112,0.6111111111111112,1.0,0.0,0.0,0.5,0.6111111111111112,0.3888888888888889,0.0,1.0,0,18,0,AllUnsafe
1.0,18,11,7,0,0,0.6111111111111112,0.6111111111111112,1.0,0.0,0.0,0.5,0.6111111111111112,0.3888888888888889,0.0,1.0,0,18,0,AllUnsafe
0.0,18,11,7,0,0,0.6111111111111112,0.6111111111111112,1.0,0.0,0.0,0.987012987012987,0.9848484848484849,0.069555809495338,0.0,1.0,0,18,0,EngineeringRule
0.16,18,11,7,0,0,0.6111111111111112,0.6111111111111112,1.0,0.0,0.0,0.987012987012987,0.9848484848484849,0.069555809495338,0.0,1.0,0,18,0,EngineeringRule
0.1624170595849264,18,11,4,3,0,0.7777777777777778,0.7333333333333333,1.0,0.0,0.42857142857142855,0.987012987012987,0.9848484848484849,0.069555809495338,0.16666666666666666,0.8333333333333334,0,15,3,EngineeringRule
0.35112158537537563,18,11,2,5,0,0.8888888888888888,0.8461538461538461,1.0,0.0,0.7142857142857143,0.987012987012987,0.9848484848484849,0.069555809495338,0.2777777777777778,0.7222222222222222,0,13,5,EngineeringRule
0.65,18,11,1,6,0,0.9444444444444444,0.9166666666666666,1.0,0.0,0.8571428571428571,0.987012987012987,0.9848484848484849,0.069555809495338,0.3333333333333333,0.6666666666666666,0,12,6,EngineeringRule
0.6524170595849264,18,9,0,7,2,0.8888888888888888,1.0,0.8181818181818182,0.18181818181818177,1.0,0.987012987012987,0.9848484848484849,0.069555809495338,0.5,0.5,2,9,9,EngineeringRule
0.7119381544717659,18,8,0,7,3,0.8333333333333334,1.0,0.7272727272727273,0.2727272727272727,1.0,0.987012987012987,0.9848484848484849,0.069555809495338,0.5555555555555556,0.4444444444444444,3,8,10,EngineeringRule
0.7326853311912271,18,7,0,7,4,0.7777777777777778,1.0,0.6363636363636364,0.36363636363636365,1.0,0.987012987012987,0.9848484848484849,0.069555809495338,0.6111111111111112,0.3888888888888889,4,7,11,EngineeringRule
0.8411215853753757,18,6,0,7,5,0.7222222222222222,1.0,0.5454545454545454,0.4545454545454546,1.0,0.987012987012987,0.9848484848484849,0.069555809495338,0.6666666666666666,0.3333333333333333,5,6,12,EngineeringRule
0.8797909022122355,18,5,0,7,6,0.6666666666666666,1.0,0.45454545454545453,0.5454545454545454,1.0,0.987012987012987,0.9848484848484849,0.069555809495338,0.7222222222222222,0.2777777777777778,6,5,13,EngineeringRule
0.9524170595849263,18,3,0,7,8,0.5555555555555556,1.0,0.2727272727272727,0.7272727272727273,1.0,0.987012987012987,0.9848484848484849,0.069555809495338,0.8333333333333334,0.16666666666666666,8,3,15,EngineeringRule
0.999,18,2,0,7,9,0.5,1.0,0.18181818181818182,0.8181818181818181,1.0,0.987012987012987,0.9848484848484849,0.069555809495338,0.8888888888888888,0.1111111111111111,9,2,16,EngineeringRule
1.0,18,0,0,7,11,0.3888888888888889,0.0,0.0,1.0,1.0,0.987012987012987,0.9848484848484849,0.069555809495338,1.0,0.0,11,0,18,EngineeringRule
0.0,18,11,7,0,0,0.6111111111111112,0.6111111111111112,1.0,0.0,0.0,1.0,1.0,0.03216918329652611,0.0,1.0,0,18,0,LogisticRegression
0.07539628336199991,18,11,7,0,0,0.6111111111111112,0.6111111111111112,1.0,0.0,0.0,1.0,1.0,0.03216918329652611,0.0,1.0,0,18,0,LogisticRegression
0.08487535304686852,18,11,6,1,0,0.6666666666666666,0.6470588235294118,1.0,0.0,0.14285714285714285,1.0,1.0,0.03216918329652611,0.05555555555555555,0.9444444444444444,0,17,1,LogisticRegression
0.0962979200033431,18,11,5,2,0,0.7222222222222222,0.6875,1.0,0.0,0.2857142857142857,1.0,1.0,0.03216918329652611,0.1111111111111111,0.8888888888888888,0,16,2,LogisticRegression
0.12604173274697203,18,11,4,3,0,0.7777777777777778,0.7333333333333333,1.0,0.0,0.42857142857142855,1.0,1.0,0.03216918329652611,0.16666666666666666,0.8333333333333334,0,15,3,LogisticRegression
0.16069174560379892,18,11,3,4,0,0.8333333333333334,0.7857142857142857,1.0,0.0,0.5714285714285714,1.0,1.0,0.03216918329652611,0.2222222222222222,0.7777777777777778,0,14,4,LogisticRegression
0.25295714783010803,18,11,2,5,0,0.8888888888888888,0.8461538461538461,1.0,0.0,0.7142857142857143,1.0,1.0,0.03216918329652611,0.2777777777777778,0.7222222222222222,0,13,5,LogisticRegression
0.3170610079581286,18,11,1,6,0,0.9444444444444444,0.9166666666666666,1.0,0.0,0.8571428571428571,1.0,1.0,0.03216918329652611,0.3333333333333333,0.6666666666666666,0,12,6,LogisticRegression
0.7347496979046053,18,11,0,7,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.03216918329652611,0.3888888888888889,0.6111111111111112,0,11,7,LogisticRegression
0.7437206040961963,18,10,0,7,1,0.9444444444444444,1.0,0.9090909090909091,0.09090909090909094,1.0,1.0,1.0,0.03216918329652611,0.4444444444444444,0.5555555555555556,1,10,8,LogisticRegression
0.7683591309483184,18,9,0,7,2,0.8888888888888888,1.0,0.8181818181818182,0.18181818181818177,1.0,1.0,1.0,0.03216918329652611,0.5,0.5,2,9,9,LogisticRegression
0.7828484252538916,18,8,0,7,3,0.8333333333333334,1.0,0.7272727272727273,0.2727272727272727,1.0,1.0,1.0,0.03216918329652611,0.5555555555555556,0.4444444444444444,3,8,10,LogisticRegression
0.8074186683740079,18,7,0,7,4,0.7777777777777778,1.0,0.6363636363636364,0.36363636363636365,1.0,1.0,1.0,0.03216918329652611,0.6111111111111112,0.3888888888888889,4,7,11,LogisticRegression
0.8109151694798138,18,6,0,7,5,0.7222222222222222,1.0,0.5454545454545454,0.4545454545454546,1.0,1.0,1.0,0.03216918329652611,0.6666666666666666,0.3333333333333333,5,6,12,LogisticRegression
0.8176979500702728,18,5,0,7,6,0.6666666666666666,1.0,0.45454545454545453,0.5454545454545454,1.0,1.0,1.0,0.03216918329652611,0.7222222222222222,0.2777777777777778,6,5,13,LogisticRegression
0.9233742889075944,18,4,0,7,7,0.6111111111111112,1.0,0.36363636363636365,0.6363636363636364,1.0,1.0,1.0,0.03216918329652611,0.7777777777777778,0.2222222222222222,7,4,14,LogisticRegression
0.9580345578792134,18,3,0,7,8,0.5555555555555556,1.0,0.2727272727272727,0.7272727272727273,1.0,1.0,1.0,0.03216918329652611,0.8333333333333334,0.16666666666666666,8,3,15,LogisticRegression
0.9900460212628549,18,2,0,7,9,0.5,1.0,0.18181818181818182,0.8181818181818181,1.0,1.0,1.0,0.03216918329652611,0.8888888888888888,0.1111111111111111,9,2,16,LogisticRegression
0.9978278301135117,18,1,0,7,10,0.4444444444444444,1.0,0.09090909090909091,0.9090909090909091,1.0,1.0,1.0,0.03216918329652611,0.9444444444444444,0.05555555555555555,10,1,17,LogisticRegression
1.0,18,0,0,7,11,0.3888888888888889,0.0,0.0,1.0,1.0,1.0,1.0,0.03216918329652611,1.0,0.0,11,0,18,LogisticRegression
0.0,18,11,7,0,0,0.6111111111111112,0.6111111111111112,1.0,0.0,0.0,1.0,1.0,0.07459533035409913,0.0,1.0,0,18,0,RandomForest
0.16147540577586908,18,11,7,0,0,0.6111111111111112,0.6111111111111112,1.0,0.0,0.0,1.0,1.0,0.07459533035409913,0.0,1.0,0,18,0,RandomForest
0.18976987291369976,18,11,6,1,0,0.6666666666666666,0.6470588235294118,1.0,0.0,0.14285714285714285,1.0,1.0,0.07459533035409913,0.05555555555555555,0.9444444444444444,0,17,1,RandomForest
0.21495586783352413,18,11,5,2,0,0.7222222222222222,0.6875,1.0,0.0,0.2857142857142857,1.0,1.0,0.07459533035409913,0.1111111111111111,0.8888888888888888,0,16,2,RandomForest
0.26603747354131985,18,11,4,3,0,0.7777777777777778,0.7333333333333333,1.0,0.0,0.42857142857142855,1.0,1.0,0.07459533035409913,0.16666666666666666,0.8333333333333334,0,15,3,RandomForest
0.2877616149706756,18,11,3,4,0,0.8333333333333334,0.7857142857142857,1.0,0.0,0.5714285714285714,1.0,1.0,0.07459533035409913,0.2222222222222222,0.7777777777777778,0,14,4,RandomForest
0.32543346496166564,18,11,2,5,0,0.8888888888888888,0.8461538461538461,1.0,0.0,0.7142857142857143,1.0,1.0,0.07459533035409913,0.2777777777777778,0.7222222222222222,0,13,5,RandomForest
0.5821075152815142,18,11,1,6,0,0.9444444444444444,0.9166666666666666,1.0,0.0,0.8571428571428571,1.0,1.0,0.07459533035409913,0.3333333333333333,0.6666666666666666,0,12,6,RandomForest
0.677342074485894,18,11,0,7,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.07459533035409913,0.3888888888888889,0.6111111111111112,0,11,7,RandomForest
0.6991655930207922,18,10,0,7,1,0.9444444444444444,1.0,0.9090909090909091,0.09090909090909094,1.0,1.0,1.0,0.07459533035409913,0.4444444444444444,0.5555555555555556,1,10,8,RandomForest
0.7039833669249869,18,9,0,7,2,0.8888888888888888,1.0,0.8181818181818182,0.18181818181818177,1.0,1.0,1.0,0.07459533035409913,0.5,0.5,2,9,9,RandomForest
0.7078330936780036,18,8,0,7,3,0.8333333333333334,1.0,0.7272727272727273,0.2727272727272727,1.0,1.0,1.0,0.07459533035409913,0.5555555555555556,0.4444444444444444,3,8,10,RandomForest
0.7174514887466243,18,7,0,7,4,0.7777777777777778,1.0,0.6363636363636364,0.36363636363636365,1.0,1.0,1.0,0.07459533035409913,0.6111111111111112,0.3888888888888889,4,7,11,RandomForest
0.7267065048300978,18,6,0,7,5,0.7222222222222222,1.0,0.5454545454545454,0.4545454545454546,1.0,1.0,1.0,0.07459533035409913,0.6666666666666666,0.3333333333333333,5,6,12,RandomForest
0.7564578615222695,18,5,0,7,6,0.6666666666666666,1.0,0.45454545454545453,0.5454545454545454,1.0,1.0,1.0,0.07459533035409913,0.7222222222222222,0.2777777777777778,6,5,13,RandomForest
0.8319515422943147,18,4,0,7,7,0.6111111111111112,1.0,0.36363636363636365,0.6363636363636364,1.0,1.0,1.0,0.07459533035409913,0.7777777777777778,0.2222222222222222,7,4,14,RandomForest
0.8502214082688635,18,3,0,7,8,0.5555555555555556,1.0,0.2727272727272727,0.7272727272727273,1.0,1.0,1.0,0.07459533035409913,0.8333333333333334,0.16666666666666666,8,3,15,RandomForest
0.9405803030632033,18,2,0,7,9,0.5,1.0,0.18181818181818182,0.8181818181818181,1.0,1.0,1.0,0.07459533035409913,0.8888888888888888,0.1111111111111111,9,2,16,RandomForest
0.9788571392213952,18,1,0,7,10,0.4444444444444444,1.0,0.09090909090909091,0.9090909090909091,1.0,1.0,1.0,0.07459533035409913,0.9444444444444444,0.05555555555555555,10,1,17,RandomForest
1.0,18,0,0,7,11,0.3888888888888889,0.0,0.0,1.0,1.0,1.0,1.0,0.07459533035409913,1.0,0.0,11,0,18,RandomForest
0.0,18,11,7,0,0,0.6111111111111112,0.6111111111111112,1.0,0.0,0.0,1.0,1.0,0.034290034566422906,0.0,1.0,0,18,0,GradientBoosting
0.0951590034662648,18,11,7,0,0,0.6111111111111112,0.6111111111111112,1.0,0.0,0.0,1.0,1.0,0.034290034566422906,0.0,1.0,0,18,0,GradientBoosting
0.12037403702656481,18,11,1,6,0,0.9444444444444444,0.9166666666666666,1.0,0.0,0.8571428571428571,1.0,1.0,0.034290034566422906,0.3333333333333333,0.6666666666666666,0,12,6,GradientBoosting
0.30091889969483726,18,11,0,7,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.034290034566422906,0.3888888888888889,0.6111111111111112,0,11,7,GradientBoosting
0.8442572380004698,18,10,0,7,1,0.9444444444444444,1.0,0.9090909090909091,0.09090909090909094,1.0,1.0,1.0,0.034290034566422906,0.4444444444444444,0.5555555555555556,1,10,8,GradientBoosting
0.89688359746748,18,9,0,7,2,0.8888888888888888,1.0,0.8181818181818182,0.18181818181818177,1.0,1.0,1.0,0.034290034566422906,0.5,0.5,2,9,9,GradientBoosting
0.9409438474408646,18,8,0,7,3,0.8333333333333334,1.0,0.7272727272727273,0.2727272727272727,1.0,1.0,1.0,0.034290034566422906,0.5555555555555556,0.4444444444444444,3,8,10,GradientBoosting
0.9804370634770488,18,1,0,7,10,0.4444444444444444,1.0,0.09090909090909091,0.9090909090909091,1.0,1.0,1.0,0.034290034566422906,0.9444444444444444,0.05555555555555555,10,1,17,GradientBoosting
1.0,18,0,0,7,11,0.3888888888888889,0.0,0.0,1.0,1.0,1.0,1.0,0.034290034566422906,1.0,0.0,11,0,18,GradientBoosting
0.0,18,11,7,0,0,0.6111111111111112,0.6111111111111112,1.0,0.0,0.0,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.0,1.0,0,18,0,MLP
0.10096806169916096,18,11,7,0,0,0.6111111111111112,0.6111111111111112,1.0,0.0,0.0,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.0,1.0,0,18,0,MLP
0.10621707731661888,18,10,7,0,1,0.5555555555555556,0.5882352941176471,0.9090909090909091,0.09090909090909094,0.0,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.05555555555555555,0.9444444444444444,1,17,1,MLP
0.11299151118821578,18,9,7,0,2,0.5,0.5625,0.8181818181818182,0.18181818181818177,0.0,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.1111111111111111,0.8888888888888888,2,16,2,MLP
0.16837778589464733,18,8,7,0,3,0.4444444444444444,0.5333333333333333,0.7272727272727273,0.2727272727272727,0.0,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.16666666666666666,0.8333333333333334,3,15,3,MLP
0.17384587188924866,18,8,6,1,3,0.5,0.5714285714285714,0.7272727272727273,0.2727272727272727,0.14285714285714285,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.2222222222222222,0.7777777777777778,3,14,4,MLP
0.21803321050008653,18,7,6,1,4,0.4444444444444444,0.5384615384615384,0.6363636363636364,0.36363636363636365,0.14285714285714285,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.2777777777777778,0.7222222222222222,4,13,5,MLP
0.22604696246184808,18,6,6,1,5,0.3888888888888889,0.5,0.5454545454545454,0.4545454545454546,0.14285714285714285,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.3333333333333333,0.6666666666666666,5,12,6,MLP
0.2312053841046904,18,6,5,2,5,0.4444444444444444,0.5454545454545454,0.5454545454545454,0.4545454545454546,0.2857142857142857,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.3888888888888889,0.6111111111111112,5,11,7,MLP
0.2412501946539595,18,5,5,2,6,0.3888888888888889,0.5,0.45454545454545453,0.5454545454545454,0.2857142857142857,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.4444444444444444,0.5555555555555556,6,10,8,MLP
0.2732921042507876,18,5,4,3,6,0.4444444444444444,0.5555555555555556,0.45454545454545453,0.5454545454545454,0.42857142857142855,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.5,0.5,6,9,9,MLP
0.29150722891639863,18,4,4,3,7,0.3888888888888889,0.5,0.36363636363636365,0.6363636363636364,0.42857142857142855,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.5555555555555556,0.4444444444444444,7,8,10,MLP
0.296948004800642,18,4,3,4,7,0.4444444444444444,0.5714285714285714,0.36363636363636365,0.6363636363636364,0.5714285714285714,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.6111111111111112,0.3888888888888889,7,7,11,MLP
0.32325701905765863,18,4,2,5,7,0.5,0.6666666666666666,0.36363636363636365,0.6363636363636364,0.7142857142857143,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.6666666666666666,0.3333333333333333,7,6,12,MLP
0.3414065402118241,18,3,2,5,8,0.4444444444444444,0.6,0.2727272727272727,0.7272727272727273,0.7142857142857143,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.7222222222222222,0.2777777777777778,8,5,13,MLP
0.3425330579272057,18,2,2,5,9,0.3888888888888889,0.5,0.18181818181818182,0.8181818181818181,0.7142857142857143,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.7777777777777778,0.2222222222222222,9,4,14,MLP
0.36315832022229544,18,1,2,5,10,0.3333333333333333,0.3333333333333333,0.09090909090909091,0.9090909090909091,0.7142857142857143,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.8333333333333334,0.16666666666666666,10,3,15,MLP
0.370852800358483,18,0,2,5,11,0.2777777777777778,0.0,0.0,1.0,0.7142857142857143,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.8888888888888888,0.1111111111111111,11,2,16,MLP
0.3778840356782143,18,0,1,6,11,0.3333333333333333,0.0,0.0,1.0,0.8571428571428571,0.35064935064935066,0.5520678741935426,0.3959851017583984,0.9444444444444444,0.05555555555555555,11,1,17,MLP
1.0,18,0,0,7,11,0.3888888888888889,0.0,0.0,1.0,1.0,0.35064935064935066,0.5520678741935426,0.3959851017583984,1.0,0.0,11,0,18,MLP
